"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"02/03/2020","34,712","34,712","34,940","34,516","1.42M","0.00%"
"28/02/2020","34,712","34,549","34,940","34,060","3.89M","-1.75%"
"27/02/2020","35,331","34,614","35,331","34,614","6.43M","2.07%"
"26/02/2020","34,614","34,549","35,168","34,386","3.25M","-0.75%"
"25/02/2020","34,875","34,288","34,875","34,288","2.08M","0.75%"
"24/02/2020","34,614","35,201","35,494","34,451","4.67M","-3.98%"
"21/02/2020","36,048","36,048","36,505","35,788","2.71M","0.00%"
"20/02/2020","36,048","36,179","36,309","35,918","1.36M","0.09%"
"19/02/2020","36,016","35,657","36,016","35,494","2.02M","1.47%"
"18/02/2020","35,494","35,038","35,559","34,875","1.71M","1.30%"
"17/02/2020","35,038","34,940","35,038","34,614","1.15M","0.37%"
"14/02/2020","34,908","34,875","35,103","34,516","1.25M","-0.83%"
"13/02/2020","35,201","35,168","35,527","35,168","1.24M","-0.92%"
"12/02/2020","35,527","34,777","35,657","34,777","1.71M","2.35%"
"11/02/2020","34,712","34,549","34,810","34,549","1.19M","0.66%"
"10/02/2020","34,484","34,712","35,038","34,484","2.11M","-2.67%"
"07/02/2020","35,429","35,625","35,625","35,136","1.89M","-0.73%"
"06/02/2020","35,690","35,201","35,951","35,201","2.36M","1.39%"
"05/02/2020","35,201","35,201","35,755","35,201","2.42M","0.09%"
"04/02/2020","35,168","35,527","36,016","34,679","2.72M","-0.83%"
"03/02/2020","35,462","35,266","35,820","33,897","5.85M","-1.81%"
"31/01/2020","36,114","36,831","37,352","36,016","4.30M","-2.81%"
"30/01/2020","37,157","37,808","38,167","36,831","3.95M","-4.36%"
"22/01/2020","38,851","38,982","39,145","38,623","1.38M","-0.67%"
"21/01/2020","39,112","38,656","39,275","38,591","2.08M","1.18%"
"20/01/2020","38,656","37,645","38,656","37,645","4.39M","2.15%"
"17/01/2020","37,841","37,613","37,874","37,613","1.31M","0.61%"
"16/01/2020","37,613","37,157","37,808","37,124","1.56M","1.23%"
"15/01/2020","37,157","37,124","37,222","37,059","879.48K","0.09%"
"14/01/2020","37,124","37,417","37,417","37,091","962.43K","-0.52%"
"13/01/2020","37,319","37,319","37,580","37,189","864.72K","-0.52%"
"10/01/2020","37,515","37,352","37,678","37,254","1.24M","0.53%"
"09/01/2020","37,319","37,124","37,482","36,961","954.21K","1.51%"
"08/01/2020","36,765","37,157","37,482","36,765","2.23M","-2.42%"
"07/01/2020","37,678","37,385","37,678","36,928","1.94M","0.78%"
"06/01/2020","37,385","37,417","37,613","37,157","1.17M","-0.52%"
"03/01/2020","37,580","38,134","38,362","37,548","2.37M","-1.45%"
"02/01/2020","38,134","37,157","38,134","37,059","2.15M","2.63%"
"31/12/2019","37,157","37,157","37,450","37,157","1.81M","0.00%"
"30/12/2019","37,157","36,994","37,319","36,896","1.85M","0.44%"
"27/12/2019","36,994","36,831","36,994","36,668","1.46M","0.18%"
"26/12/2019","36,928","37,124","37,124","36,537","1.85M","-0.53%"
"25/12/2019","37,124","36,374","37,124","36,276","1.64M","2.34%"
"24/12/2019","36,276","36,244","36,439","36,048","1.12M","0.27%"
"23/12/2019","36,179","36,407","36,570","36,179","1.28M","0.27%"
"20/12/2019","36,081","36,114","36,439","35,918","1.07M","0.64%"
"19/12/2019","35,853","35,788","36,114","35,364","1.14M","0.00%"
"18/12/2019","35,853","36,863","37,026","35,755","3.44M","-2.91%"
"17/12/2019","36,928","37,091","37,319","36,863","1.34M","0.09%"
"16/12/2019","36,896","36,505","36,896","36,342","1.33M","0.18%"
"13/12/2019","36,831","36,994","37,385","36,602","1.40M","-0.35%"
"12/12/2019","36,961","36,831","36,994","36,733","1.10M","0.35%"
"11/12/2019","36,831","36,016","36,831","35,951","944.13K","1.80%"
"10/12/2019","36,179","36,146","36,309","35,853","1.24M","0.09%"
"09/12/2019","36,146","36,114","36,374","35,853","1.58M","0.09%"
"06/12/2019","36,114","36,048","36,179","35,853","1.41M","0.18%"
"05/12/2019","36,048","36,896","36,994","36,048","1.63M","-2.13%"
"04/12/2019","36,831","35,527","36,831","35,396","1.72M","3.48%"
"03/12/2019","35,592","35,201","35,657","34,810","1.78M","0.74%"
"02/12/2019","35,331","35,657","35,788","35,331","1.93M","-0.55%"
"29/11/2019","35,527","35,527","35,527","34,745","2.74M","0.00%"
"28/11/2019","35,527","36,244","36,570","35,494","3.84M","-3.71%"
"27/11/2019","36,896","37,059","37,222","36,798","765.45K","-0.26%"
"26/11/2019","36,994","36,961","37,157","36,733","1.76M","1.34%"
"25/11/2019","36,505","36,733","36,765","35,233","1.86M","0.00%"
"22/11/2019","36,505","37,482","37,482","36,114","2.62M","-1.32%"
"21/11/2019","36,994","38,134","38,134","36,994","3.64M","-3.07%"
"20/11/2019","38,167","38,786","38,786","38,037","1.06M","-1.60%"
"19/11/2019","38,786","38,460","38,786","38,362","891.63K","1.02%"
"18/11/2019","38,395","38,656","38,949","38,297","1.03M","-0.59%"
"15/11/2019","38,623","38,134","38,623","38,069","1.43M","1.46%"
"14/11/2019","38,069","39,080","39,340","37,808","4.69M","-2.59%"
"13/11/2019","39,080","39,862","39,992","38,786","4.46M","-1.96%"
"12/11/2019","39,862","39,731","40,025","39,568","1.61M","0.33%"
"11/11/2019","39,731","40,677","40,677","39,731","3.22M","-2.17%"
"08/11/2019","40,611","40,872","40,872","40,220","2.38M","-0.56%"
"07/11/2019","40,840","40,840","41,035","40,644","1.36M","0.56%"
"06/11/2019","40,611","40,937","40,970","40,481","2.03M","-0.80%"
"05/11/2019","40,937","41,263","41,328","40,905","2.08M","-0.40%"
"04/11/2019","41,100","40,872","41,263","40,285","4.26M","0.72%"
"01/11/2019","40,807","40,611","41,003","40,025","2.41M","0.48%"
"31/10/2019","40,611","40,709","41,068","40,611","1.64M","-0.24%"
"30/10/2019","40,709","41,166","41,296","40,611","3.82M","-1.65%"
"29/10/2019","41,394","41,589","41,850","41,394","1.36M","-0.47%"
"28/10/2019","41,589","41,720","42,078","41,524","2.37M","-0.24%"
"25/10/2019","41,687","41,654","41,720","41,328","1.86M","0.31%"
"24/10/2019","41,557","40,155","41,557","40,155","4.65M","3.49%"
"23/10/2019","40,155","39,927","40,546","39,797","803.73K","0.08%"
"22/10/2019","40,123","40,090","40,123","39,699","849.33K","0.16%"
"21/10/2019","40,057","40,253","40,383","39,764","1.26M","0.00%"
"18/10/2019","40,057","40,188","40,285","39,862","1.02M","0.00%"
"17/10/2019","40,057","40,742","40,742","39,992","2.26M","-1.76%"
"16/10/2019","40,774","41,068","41,231","40,742","996.45K","-0.32%"
"15/10/2019","40,905","40,644","41,035","40,579","990.39K","0.64%"
"14/10/2019","40,644","40,253","40,905","40,090","1.67M","1.05%"
"11/10/2019","40,220","40,318","40,351","39,992","679.17K","-0.16%"
"10/10/2019","40,285","40,285","40,514","39,992","927.27K","0.00%"
"09/10/2019","40,285","40,220","40,383","39,960","775.14K","0.49%"
"08/10/2019","40,090","39,438","40,090","39,308","1.85M","1.65%"
"07/10/2019","39,438","40,090","40,318","39,438","2.61M","-1.63%"
"04/10/2019","40,090","41,003","41,003","40,090","1.84M","-1.68%"
"03/10/2019","40,774","40,448","40,807","40,416","2.72M","-0.08%"
"02/10/2019","40,807","41,557","41,622","40,807","2.09M","-1.80%"
"01/10/2019","41,557","41,100","41,654","41,100","1.74M","1.11%"
"30/09/2019","41,100","42,046","42,208","41,068","2.04M","-1.49%"
"27/09/2019","41,720","41,231","41,980","41,068","3.85M","1.59%"
"26/09/2019","41,068","41,035","41,231","40,579","1.36M","0.40%"
"25/09/2019","40,905","39,797","40,905","39,601","1.92M","2.87%"
"24/09/2019","39,764","39,992","40,611","39,764","2.39M","-1.61%"
"23/09/2019","40,416","41,068","41,394","40,253","2.12M","-1.98%"
"20/09/2019","41,231","41,035","41,654","40,416","1.88M","1.04%"
"19/09/2019","40,807","39,927","40,807","39,666","1.61M","2.62%"
"18/09/2019","39,764","40,123","40,579","39,634","2.51M","-1.13%"
"17/09/2019","40,220","40,220","40,253","39,764","1.30M","-0.08%"
"16/09/2019","40,253","39,992","40,677","39,960","3.32M","0.90%"
"13/09/2019","39,894","38,297","39,894","38,297","7.81M","4.79%"
"12/09/2019","38,069","37,776","38,199","37,417","2.55M","1.48%"
"11/09/2019","37,515","37,417","37,515","36,733","2.10M","0.17%"
"10/09/2019","37,450","38,134","38,134","37,319","1.58M","-1.03%"
"09/09/2019","37,841","37,971","38,297","37,841","804.81K","-0.77%"
"06/09/2019","38,134","37,874","38,265","37,548","1.34M","0.69%"
"05/09/2019","37,874","38,460","38,460","37,482","2.62M","-1.44%"
"04/09/2019","38,428","38,330","38,591","38,199","1.44M","0.26%"
"03/09/2019","38,330","38,232","38,558","38,134","2.02M","0.60%"
"30/08/2019","38,102","37,482","38,199","37,482","1.94M","1.65%"
"29/08/2019","37,482","37,091","37,482","36,863","1.02M","1.05%"
"28/08/2019","37,091","37,157","37,157","36,602","1.79M","-0.18%"
"27/08/2019","37,157","38,232","38,297","36,342","5.68M","-2.06%"
"26/08/2019","37,939","37,548","38,428","37,548","3.11M","-0.08%"
"23/08/2019","37,971","38,297","38,460","37,482","3.10M","-0.85%"
"22/08/2019","38,297","39,275","39,275","38,297","3.11M","-2.33%"
"21/08/2019","39,210","39,112","39,731","38,884","2.45M","0.25%"
"20/08/2019","39,112","38,525","39,112","38,460","1.62M","1.78%"
"19/08/2019","38,428","38,395","38,721","37,580","3.44M","0.51%"
"16/08/2019","38,232","39,373","39,894","38,232","4.41M","-2.25%"
"15/08/2019","39,112","38,395","39,112","38,069","2.78M","0.92%"
"14/08/2019","38,754","38,656","38,949","38,525","2.18M","0.94%"
"13/08/2019","38,395","37,971","38,591","37,482","2.74M","0.68%"
"12/08/2019","38,134","37,776","38,460","37,352","2.14M","0.95%"
"09/08/2019","37,776","36,961","37,776","36,798","2.02M","2.57%"
"08/08/2019","36,831","37,319","37,482","36,733","2.59M","-0.88%"
"07/08/2019","37,157","35,853","37,222","35,853","3.84M","3.64%"
"06/08/2019","35,853","34,842","36,114","34,842","2.97M","0.46%"
"05/08/2019","35,690","35,201","36,309","35,103","3.93M","1.39%"
"02/08/2019","35,201","35,038","35,364","34,875","2.40M","-0.46%"
"01/08/2019","35,364","34,647","35,364","34,419","2.63M","1.59%"
"31/07/2019","34,810","33,636","34,875","33,636","2.05M","2.99%"
"30/07/2019","33,799","34,386","34,875","33,799","3.04M","-2.17%"
"29/07/2019","34,549","34,940","34,940","33,865","5.76M","-0.66%"
"26/07/2019","34,777","35,201","35,364","34,484","3.52M","-1.11%"
"25/07/2019","35,168","35,005","35,364","34,712","2.75M","0.47%"
"24/07/2019","35,005","35,527","35,755","35,005","2.33M","-1.38%"
"23/07/2019","35,494","34,712","35,494","34,647","2.69M","2.25%"
"22/07/2019","34,712","34,549","35,038","34,288","2.58M","0.57%"
"19/07/2019","34,516","34,060","34,549","33,897","3.29M","1.92%"
"18/07/2019","33,865","33,082","33,865","32,887","3.33M","2.26%"
"17/07/2019","33,115","33,310","33,441","33,082","1.80M","-0.59%"
"16/07/2019","33,310","32,985","33,473","32,919","2.15M","0.99%"
"15/07/2019","32,985","32,202","33,245","31,974","4.67M","3.16%"
"12/07/2019","31,974","31,942","32,333","31,648","2.12M","0.10%"
"11/07/2019","31,942","32,105","32,365","31,942","2.11M","-0.41%"
"10/07/2019","32,072","31,713","32,430","31,713","3.14M","1.44%"
"09/07/2019","31,616","30,833","31,616","30,605","2.89M","2.86%"
"08/07/2019","30,736","30,964","31,062","30,670","2.15M","-1.15%"
"05/07/2019","31,094","31,029","31,192","30,931","1.86M","-0.11%"
"04/07/2019","31,127","31,290","31,485","31,094","1.95M","-0.10%"
"03/07/2019","31,159","30,996","31,290","30,964","2.57M","0.10%"
"02/07/2019","31,127","30,931","31,225","30,768","3.39M","0.85%"
"01/07/2019","30,866","30,475","30,899","30,410","2.81M","2.05%"
"28/06/2019","30,247","29,725","30,247","29,595","2.14M","1.98%"
"27/06/2019","29,660","30,019","30,247","29,595","2.28M","-1.94%"
"26/06/2019","30,247","29,921","30,410","29,725","2.28M","1.09%"
"25/06/2019","29,921","29,790","29,921","29,530","1.47M","0.44%"
"24/06/2019","29,790","29,953","30,149","29,562","2.32M","0.44%"
"21/06/2019","29,660","29,595","29,953","29,595","1.55M","0.33%"
"20/06/2019","29,562","29,008","29,856","28,943","3.44M","2.37%"
"19/06/2019","28,878","29,008","29,171","28,813","1.14M","0.34%"
"18/06/2019","28,780","28,650","28,813","28,584","1.23M","0.57%"
"17/06/2019","28,617","29,008","29,073","28,519","2.30M","-1.46%"
"14/06/2019","29,041","29,269","29,269","28,976","1.94M","-0.34%"
"13/06/2019","29,139","29,595","29,595","29,073","2.29M","-1.43%"
"12/06/2019","29,562","29,334","29,660","29,171","2.85M","1.23%"
"11/06/2019","29,204","29,008","29,497","28,976","3.15M","1.13%"
"10/06/2019","28,878","28,813","29,171","28,780","2.18M","0.34%"
"07/06/2019","28,780","28,259","28,780","28,259","1.97M","2.08%"
"06/06/2019","28,193","28,356","28,356","28,030","1.15M","-0.12%"
"05/06/2019","28,226","28,226","28,454","28,193","872.07K","0.70%"
"04/06/2019","28,030","27,835","28,030","27,574","672.24K","1.18%"
"03/06/2019","27,704","28,030","28,030","27,411","1.65M","-1.28%"
"31/05/2019","28,063","28,552","28,584","28,030","1.88M","-1.71%"
"30/05/2019","28,552","28,519","28,682","28,389","1.18M","0.12%"
"29/05/2019","28,519","28,747","28,845","28,487","2.73M","-0.79%"
"28/05/2019","28,747","28,519","28,813","28,519","1.54M","0.57%"
"27/05/2019","28,584","28,845","28,943","28,454","1.62M","-1.13%"
"24/05/2019","28,910","28,421","29,106","28,324","3.52M","1.25%"
"23/05/2019","28,552","28,682","28,682","28,356","1.73M","0.69%"
"22/05/2019","28,356","28,356","28,677","28,260","2.02M","0.34%"
"21/05/2019","28,260","28,324","28,549","28,164","2.83M","-0.11%"
"20/05/2019","28,292","27,780","28,388","27,780","2.70M","2.08%"
"17/05/2019","27,715","27,555","27,876","27,555","895.59K","0.58%"
"16/05/2019","27,555","27,876","28,004","27,555","1.02M","-1.15%"
"15/05/2019","27,876","27,523","27,972","27,491","2.32M","1.76%"
"14/05/2019","27,395","27,235","27,459","27,107","1.53M","0.35%"
"13/05/2019","27,299","27,203","27,363","26,914","798.42K","0.23%"
"10/05/2019","27,235","26,946","27,267","26,914","1.03M","1.07%"
"09/05/2019","26,946","26,722","27,075","26,690","1.14M","0.72%"
"08/05/2019","26,754","26,594","26,882","26,434","1.02M","-0.48%"
"07/05/2019","26,882","26,946","27,075","26,754","877.53K","0.12%"
"06/05/2019","26,850","27,235","27,235","26,754","1.22M","-2.45%"
"03/05/2019","27,523","27,555","27,555","27,267","1.15M","-0.12%"
"02/05/2019","27,555","27,331","27,683","27,331","1.67M","1.29%"
"26/04/2019","27,203","26,754","27,235","26,690","2.19M","1.68%"
"25/04/2019","26,754","26,690","26,914","26,594","819.03K","0.60%"
"24/04/2019","26,594","26,530","26,722","26,498","955.08K","0.24%"
"23/04/2019","26,530","26,594","26,658","26,402","615.90K","-0.24%"
"22/04/2019","26,594","26,466","26,722","26,434","1.08M","0.97%"
"19/04/2019","26,338","26,113","26,370","26,081","728.25K","0.99%"
"18/04/2019","26,081","26,210","26,274","25,825","1.14M","-0.49%"
"17/04/2019","26,210","26,177","26,306","26,081","1.03M","0.13%"
"16/04/2019","26,177","26,210","26,338","26,081","1.36M","-0.97%"
"12/04/2019","26,434","26,434","26,530","26,242","1.05M","0.00%"
"11/04/2019","26,434","26,434","26,626","26,338","667.74K","-0.36%"
"10/04/2019","26,530","26,722","26,786","26,338","1.21M","-1.07%"
"09/04/2019","26,818","26,914","26,946","26,658","827.91K","-0.36%"
"08/04/2019","26,914","27,075","27,075","26,754","559.74K","-0.12%"
"05/04/2019","26,946","26,466","27,011","26,466","1.06M","0.72%"
"04/04/2019","26,754","26,850","27,011","26,722","952.50K","-0.36%"
"03/04/2019","26,850","27,075","27,075","26,818","706.62K","-0.36%"
"02/04/2019","26,946","27,203","27,267","26,946","862.98K","0.00%"
"01/04/2019","26,946","27,171","27,267","26,914","1.45M","-0.83%"
"29/03/2019","27,171","27,107","27,299","27,075","856.65K","0.47%"
"28/03/2019","27,043","27,075","27,139","26,946","1.06M","0.00%"
"27/03/2019","27,043","27,075","27,203","27,043","623.43K","0.36%"
"26/03/2019","26,946","27,235","27,299","26,882","1.77M","0.36%"
"25/03/2019","26,850","27,715","27,715","26,850","3.49M","-3.90%"
"22/03/2019","27,940","28,164","28,228","27,876","2.02M","-0.80%"
"21/03/2019","28,164","28,356","28,549","28,164","2.12M","-0.68%"
"20/03/2019","28,356","28,356","28,613","28,196","1.29M","-0.68%"
"19/03/2019","28,549","28,613","29,157","28,484","3.48M","-0.11%"
"18/03/2019","28,581","28,388","28,613","28,356","2.17M","0.68%"
"15/03/2019","28,388","28,516","28,613","28,292","1.37M","-0.45%"
"14/03/2019","28,516","28,677","28,677","28,356","1.59M","-0.45%"
"13/03/2019","28,645","28,356","28,837","28,356","3.24M","1.02%"
"12/03/2019","28,356","28,196","28,356","28,132","2.00M","1.26%"
"11/03/2019","28,004","27,972","28,164","27,844","1.07M","0.92%"
"08/03/2019","27,748","27,876","28,004","27,683","2.49M","-1.25%"
"07/03/2019","28,100","28,356","28,356","28,068","1.38M","-0.45%"
"06/03/2019","28,228","28,196","28,292","27,972","1.61M","0.34%"
"05/03/2019","28,132","28,516","28,837","28,132","2.12M","-1.35%"
"04/03/2019","28,516","28,356","28,645","27,972","2.31M","1.71%"
"01/03/2019","28,036","28,068","28,164","27,876","1.29M","0.81%"
"28/02/2019","27,812","28,260","28,420","27,812","3.48M","-1.59%"
"27/02/2019","28,260","28,484","28,645","28,132","1.73M","-0.34%"
"26/02/2019","28,356","28,773","28,773","28,260","2.39M","-1.23%"
"25/02/2019","28,709","28,837","29,221","28,677","3.82M","0.68%"
"22/02/2019","28,516","28,100","28,741","27,908","3.57M","1.25%"
"21/02/2019","28,164","27,908","28,164","27,908","2.35M","0.92%"
"20/02/2019","27,908","27,876","28,068","27,844","1.78M","0.11%"
"19/02/2019","27,876","27,587","28,100","27,587","5.73M","1.05%"
"18/02/2019","27,587","27,715","27,748","27,523","1.37M","0.00%"
"15/02/2019","27,587","27,459","27,651","27,331","2.15M","0.47%"
"14/02/2019","27,459","27,619","27,683","27,395","2.01M","-0.58%"
"13/02/2019","27,619","27,107","27,619","27,107","3.64M","1.89%"
"12/02/2019","27,107","27,107","27,331","27,107","1.03M","0.00%"
"11/02/2019","27,107","26,914","27,107","26,754","1.07M","1.93%"
"01/02/2019","26,594","26,818","26,979","26,562","1.26M","0.00%"
"31/01/2019","26,594","26,914","27,075","26,594","618.09K","-0.72%"
"30/01/2019","26,786","27,075","27,171","26,786","789.33K","-2.22%"
"29/01/2019","27,395","26,786","27,395","26,562","1.39M","2.27%"
"28/01/2019","26,786","26,658","26,979","26,658","810.75K","0.48%"
"25/01/2019","26,658","26,786","26,882","26,658","670.53K","-0.48%"
"24/01/2019","26,786","26,786","26,882","26,690","443.31K","0.00%"
"23/01/2019","26,786","26,850","26,914","26,754","529.71K","-0.24%"
"22/01/2019","26,850","26,850","27,075","26,818","424.77K","0.12%"
"21/01/2019","26,818","27,043","27,107","26,754","1.32M","-0.83%"
"18/01/2019","27,043","27,299","27,395","27,043","585.63K","-1.05%"
"17/01/2019","27,331","27,555","27,555","27,299","1.37M","0.00%"
"16/01/2019","27,331","27,395","27,812","27,331","5.28M","-0.47%"
"15/01/2019","27,459","27,235","27,459","27,011","2.61M","0.82%"
"14/01/2019","27,235","27,235","27,235","26,914","1.36M","0.00%"
"11/01/2019","27,235","27,555","27,555","27,235","1.08M","-1.16%"
"10/01/2019","27,555","27,363","27,555","27,139","855.87K","0.70%"
"09/01/2019","27,363","26,914","27,459","26,914","1.32M","1.67%"
"08/01/2019","26,914","27,235","27,235","26,914","516.54K","-1.18%"
"07/01/2019","27,235","26,914","27,395","26,850","1.19M","1.68%"
"04/01/2019","26,786","26,594","26,818","26,274","1.30M","0.72%"
"03/01/2019","26,594","27,395","27,459","26,594","2.11M","-2.92%"
"02/01/2019","27,395","27,876","27,876","27,395","1.06M","-1.73%"
"28/12/2018","27,876","27,683","27,876","27,107","3.15M","0.70%"
"27/12/2018","27,683","27,844","27,876","27,459","1.99M","1.17%"
"26/12/2018","27,363","27,491","27,651","27,299","1.03M","0.00%"
"25/12/2018","27,363","27,235","27,651","26,946","1.66M","-1.27%"
"24/12/2018","27,715","27,876","28,036","27,715","954.27K","-0.58%"
"21/12/2018","27,876","27,235","28,004","26,882","2.78M","1.76%"
"20/12/2018","27,395","27,235","27,491","27,139","1.03M","-0.35%"
"19/12/2018","27,491","27,395","27,523","27,107","1.11M","0.59%"
"18/12/2018","27,331","26,594","27,331","26,594","2.31M","0.35%"
"17/12/2018","27,235","27,876","28,036","27,235","2.83M","-3.30%"
"14/12/2018","28,164","28,452","28,452","28,132","2.00M","-1.23%"
"13/12/2018","28,516","28,869","28,869","28,452","1.33M","-0.56%"
"12/12/2018","28,677","28,196","28,965","28,196","1.45M","1.94%"
"11/12/2018","28,132","28,196","28,324","28,036","1.09M","-0.23%"
"10/12/2018","28,196","28,388","28,388","28,100","1.14M","-0.68%"
"07/12/2018","28,388","28,164","28,516","28,164","1.50M","0.80%"
"06/12/2018","28,164","28,196","28,677","28,036","1.46M","-1.01%"
"05/12/2018","28,452","27,972","28,613","27,844","1.17M","0.91%"
"04/12/2018","28,196","28,356","28,420","28,100","1.05M","0.00%"
"03/12/2018","28,196","27,395","28,196","27,235","2.65M","4.14%"
"30/11/2018","27,075","27,107","27,267","26,914","958.95K","-0.59%"
"29/11/2018","27,235","27,235","27,395","27,075","905.19K","0.47%"
"28/11/2018","27,107","27,075","27,203","26,979","531.33K","0.24%"
"27/11/2018","27,043","27,395","27,459","27,011","511.53K","-0.70%"
"26/11/2018","27,235","26,914","27,427","26,914","731.04K","1.19%"
"23/11/2018","26,914","27,491","27,555","26,914","827.31K","-2.10%"
"22/11/2018","27,491","27,491","27,683","27,427","854.88K","1.18%"
"21/11/2018","27,171","26,658","27,235","26,658","1.03M","0.59%"
"20/11/2018","27,011","27,139","27,139","26,850","615.90K","-0.47%"
"19/11/2018","27,139","26,338","27,139","26,338","2.02M","5.35%"
"16/11/2018","25,761","25,953","26,434","25,713","2.52M","0.19%"
"15/11/2018","25,713","25,953","26,266","25,713","1.17M","-0.28%"
"14/11/2018","25,785","25,929","26,242","25,785","634.08K","-0.37%"
"13/11/2018","25,881","26,001","26,194","25,833","1.27M","-2.09%"
"12/11/2018","26,434","25,473","26,554","25,473","1.22M","3.77%"
"09/11/2018","25,473","26,434","26,914","25,473","1.91M","-3.64%"
"08/11/2018","26,434","26,674","26,914","26,025","2.42M","-1.78%"
"07/11/2018","26,914","27,035","27,251","26,674","2.57M","0.54%"
"06/11/2018","26,770","27,035","27,035","26,554","874.92K","0.00%"
"05/11/2018","26,770","26,770","26,890","26,314","1.17M","-0.98%"
"02/11/2018","27,035","27,131","27,275","26,674","2.02M","1.81%"
"01/11/2018","26,554","27,155","27,275","26,434","2.00M","-2.04%"
"31/10/2018","27,107","25,977","27,107","25,977","1.54M","5.32%"
"30/10/2018","25,737","25,232","26,097","25,160","2.32M","2.29%"
"29/10/2018","25,160","25,953","26,290","25,136","3.77M","-3.06%"
"26/10/2018","25,953","27,635","27,683","25,953","3.40M","-4.43%"
"25/10/2018","27,155","26,554","27,756","26,554","2.36M","-3.00%"
"24/10/2018","27,996","28,717","29,101","27,996","2.04M","-2.51%"
"23/10/2018","28,717","29,798","29,798","28,356","3.33M","-4.17%"
"22/10/2018","29,966","30,279","30,375","29,966","1.09M","-0.32%"
"19/10/2018","30,062","30,159","30,351","29,894","1.87M","-1.11%"
"18/10/2018","30,399","30,831","30,880","30,351","1.56M","-1.17%"
"17/10/2018","30,759","30,759","31,120","30,663","1.44M","0.47%"
"16/10/2018","30,615","30,038","30,615","30,038","1.19M","1.51%"
"15/10/2018","30,159","30,663","30,663","30,038","3.21M","-1.57%"
"12/10/2018","30,639","29,822","30,639","29,822","2.47M","2.41%"
"11/10/2018","29,918","31,000","31,000","29,918","6.32M","-4.96%"
"10/10/2018","31,480","31,240","31,480","31,072","2.31M","1.16%"
"09/10/2018","31,120","30,783","31,384","30,783","3.29M","1.17%"
"08/10/2018","30,759","30,399","31,000","30,351","2.64M","1.18%"
"05/10/2018","30,399","31,000","31,240","30,399","2.42M","-1.86%"
"04/10/2018","30,976","30,831","31,240","30,831","1.87M","0.63%"
"03/10/2018","30,783","30,495","30,783","30,447","1.89M","0.87%"
"02/10/2018","30,519","30,519","30,831","30,447","1.95M","0.00%"
"01/10/2018","30,519","30,519","30,735","30,423","1.96M","-0.16%"
"28/09/2018","30,567","30,880","31,216","30,567","2.57M","-0.62%"
"27/09/2018","30,759","30,111","30,759","29,846","3.08M","2.40%"
"26/09/2018","30,038","30,279","30,471","30,038","2.60M","-1.03%"
"25/09/2018","30,351","30,447","30,447","30,159","1.99M","-0.32%"
"24/09/2018","30,447","30,279","30,639","30,279","2.29M","0.55%"
"21/09/2018","30,279","29,293","30,279","29,197","5.03M","3.71%"
"20/09/2018","29,197","29,293","29,438","29,101","1.29M","-0.33%"
"19/09/2018","29,293","29,558","29,558","29,029","1.47M","-0.09%"
"18/09/2018","29,318","28,813","29,318","28,597","1.31M","1.25%"
"17/09/2018","28,957","29,197","29,318","28,837","1.64M","-1.23%"
"14/09/2018","29,318","29,318","29,510","29,221","1.05M","0.41%"
"13/09/2018","29,197","29,077","29,558","29,029","2.65M","0.50%"
"12/09/2018","29,053","29,077","29,390","29,029","2.80M","0.33%"
"11/09/2018","28,957","28,404","28,957","28,212","2.75M","2.64%"
"10/09/2018","28,212","28,188","28,452","28,116","1.46M","0.09%"
"07/09/2018","28,188","27,900","28,332","27,900","1.14M","0.77%"
"06/09/2018","27,972","28,212","28,284","27,948","2.14M","0.09%"
"05/09/2018","27,948","28,452","28,597","27,876","3.00M","-1.77%"
"04/09/2018","28,452","28,837","29,053","28,452","2.80M","-1.34%"
"31/08/2018","28,837","29,726","29,726","28,837","2.89M","-2.44%"
"30/08/2018","29,558","29,390","29,654","29,318","1.84M","0.57%"
"29/08/2018","29,390","29,558","29,678","29,342","964.12K","-0.57%"
"28/08/2018","29,558","29,798","29,798","29,390","2.52M","-0.32%"
"27/08/2018","29,654","29,149","29,822","29,029","2.84M","1.98%"
"24/08/2018","29,077","29,173","29,269","28,837","2.28M","-0.74%"
"23/08/2018","29,293","29,245","29,318","29,029","1.84M","0.16%"
"22/08/2018","29,245","29,438","29,438","29,005","1.69M","-0.25%"
"21/08/2018","29,318","29,077","29,438","29,029","2.45M","0.83%"
"20/08/2018","29,077","28,476","29,149","28,380","3.25M","2.46%"
"17/08/2018","28,380","28,717","28,957","28,380","2.59M","-0.68%"
"16/08/2018","28,573","27,683","28,573","27,659","3.20M","2.50%"
"15/08/2018","27,876","28,356","28,741","27,828","3.14M","-1.44%"
"14/08/2018","28,284","27,635","28,332","27,635","4.14M","3.06%"
"13/08/2018","27,443","27,635","27,635","27,323","1.69M","-1.04%"
"10/08/2018","27,731","27,491","27,852","27,371","2.74M","0.87%"
"09/08/2018","27,491","27,395","27,683","27,299","1.72M","0.44%"
"08/08/2018","27,371","26,674","27,491","26,674","1.36M","2.61%"
"07/08/2018","26,674","26,674","26,938","26,434","1.74M","0.00%"
"06/08/2018","26,674","27,035","27,155","26,674","1.45M","-1.34%"
"03/08/2018","27,035","27,395","27,683","27,035","1.79M","-1.14%"
"02/08/2018","27,347","27,131","27,347","26,818","2.45M","0.18%"
